id	Length	Description
NRRL3_08654	1251	hypothetical protein
NRRL3_08655	828	thiopurine S-methyltransferase family protein
NRRL3_08656	1596	carboxylesterase family protein
NRRL3_08657	1503	pyridoxal phosphate-dependent decarboxylase family protein
NRRL3_08658	699	hypothetical protein
NRRL3_08659	678	hypothetical protein
NRRL3_08660	1527	vacuolar aminopeptidase Y family secreted protease
NRRL3_08661	1212	voltage-dependent anion channel-like protein
NRRL3_08662	561	hypothetical protein
NRRL3_08663	1542	high-affinity glucose transporter
NRRL3_08664	1653	cationic amino acid transporter
NRRL3_08665	2940	AAA-type ATPase family protein
NRRL3_08666	1842	phenol hydroxylase, C-terminal dimerisation domain-containing protein
NRRL3_08667	762	short-chain dehydrogenase/reductase family protein
NRRL3_08668	1380	FAD-binding domain-containing protein
NRRL3_08669	4212	aldehyde oxidase/xanthine dehydrogenase family protein
NRRL3_08670	1155	NADH:flavin oxidoreductase/NADH oxidase, N-terminal domain-containing protein
NRRL3_08671	1359	fungal-specific transcription factor
NRRL3_08672	855	flavin oxidoreductase Frp family protein
NRRL3_08673	2493	fungal-specific transcription factor
NRRL3_08674	1473	major facilitator superfamily protein
NRRL3_08675	1050	2-oxoglutarate-Fe(II) type oxidoreductase
NRRL3_08676	1605	major facilitator superfamily protein
NRRL3_08677	1149	hypothetical protein
NRRL3_08678	1221	FAD-binding domain-containing protein
NRRL3_08679	885	short-chain dehydrogenase/reductase family protein
NRRL3_08680	2253	alcohol dehydrogenase domain-containing protein
NRRL3_08681	771	P-loop containing nucleoside triphosphate hydrolase domain-containing protein
NRRL3_08682	1740	CTP synthase
NRRL3_08683	1200	hypothetical protein
NRRL3_08684	1695	endonuclease/exonuclease/phosphatase domain-containing protein
NRRL3_08685	1878	glutamine-tRNA ligase, cytosolic
NRRL3_08686	696	haemerythrin-like protein
NRRL3_08687	1824	major facilitator superfamily protein
NRRL3_08688	1764	Ras guanine-nucleotide exchange factor domain-containing protein
NRRL3_08689	408	hypothetical protein
NRRL3_08690	2010	fungal-specific transcription factor
NRRL3_08691	912	NAD-dependent epimerase/dehydratase domain-containing protein
NRRL3_08692	726	serine hydrolase Fsh domain-containing protein
NRRL3_08693	675	NAD(P)-binding domain-containing protein
NRRL3_08694	1254	Ysc84 actin-binding domain-containing protein
NRRL3_08695	1374	oxalate decarboxylase
NRRL3_08696	825	uncharacterized protein
NRRL3_08697	1260	aspartate aminotransferase
NRRL3_08698	930	mitochondrial carrier protein
NRRL3_08699	1242	glycosyltransferase family 32 protein
NRRL3_08700	351	hypothetical protein
NRRL3_08701	1239	endo-1,6-beta-galactanase
NRRL3_08702	1398	FAD linked oxidase, N-terminal domain-containing protein
NRRL3_08703	1995	aorsin
NRRL3_08704	1281	extracellular membrane protein, CFEM domain-containing protein
NRRL3_08705	828	hypothetical protein
NRRL3_08706	2325	protein kinase-like domain-containing protein
NRRL3_08707	999	arabinoxylan arabinofuranohydrolase Axh62A
NRRL3_08708	984	xylanase Xyn10B
NRRL3_08709	1257	NAD-dependent epimerase/dehydratase domain-containing protein
NRRL3_08710	1263	NADPH dehydrogenase
NRRL3_08711	444	GXWXG domain-containing protein
NRRL3_08712	1086	NAD-dependent epimerase/dehydratase domain-containing protein
NRRL3_08713	1089	ketopantoate reductase ApbA/PANE-like protein
NRRL3_08714	1584	zinc finger domain-containing protein, C2H2-type
NRRL3_08715	1014	geranylgeranyl pyrophosphate synthase
NRRL3_08716	1008	prenyl transferase
NRRL3_08717	2034	hypothetical protein
NRRL3_08718	1176	hypothetical protein
NRRL3_08719	465	ribonuclease III domain-containing protein
NRRL3_08720	1122	hypothetical protein
NRRL3_08721	2124	fungal-specific transcription factor
NRRL3_08722	1392	mannan endo-1,6-alpha-mannosidase
NRRL3_08723	2007	copper amine oxidase
NRRL3_08724	165	hypothetical protein
NRRL3_08725	174	hypothetical protein
NRRL3_08726	1680	major facilitator superfamily protein
NRRL3_08727	1155	opine dehydrogenase domain-containing protein
NRRL3_08728	1119	taurine dioxygenase
NRRL3_08729	6807	non-ribosomal peptide synthetase
NRRL3_08730	1797	amino acid transporter, transmembrane domain-containing protein BrsA-25
NRRL3_08731	1050	protein kinase-like domain-containing protein
NRRL3_08732	1146	sesquiterpene cyclase
NRRL3_08733	1602	cytochrome P450-like protein
NRRL3_08734	648	hypothetical protein
NRRL3_08735	663	hypothetical protein
NRRL3_08736	1215	FAD-binding domain-containing protein
NRRL3_08737	1839	hypothetical protein
NRRL3_08738	1476	endo-1,6-beta-glucanase
NRRL3_08739	720	alpha-acetolactate decarboxylase-like protein
NRRL3_08740	1938	acetolactate synthase
NRRL3_08741	1191	hypothetical protein
NRRL3_08742	1503	FAD linked oxidase, N-terminal domain-containing protein
NRRL3_08743	753	acetoacetate decarboxylase-like protein
NRRL3_08744	1551	amino acid/polyamine transporter I family protein
NRRL3_08745	1089	hypothetical protein
NRRL3_08746	1497	amidase signature domain-containing protein
NRRL3_08747	1008	alpha crystallin/Hsp20 domain-containing protein
NRRL3_08748	1749	fungal-specific transcription factor
NRRL3_08749	843	short-chain dehydrogenase/reductase family protein
NRRL3_08750	1368	FAD-binding domain-containing protein
NRRL3_08751	1140	FAD/NAD(P)-binding domain-containing protein
NRRL3_08752	1083	glyoxalase domain-containing protein
NRRL3_08753	924	fumarylacetoacetase, C-terminal domain-containing protein
NRRL3_08754	420	uncharacterized protein
NRRL3_08755	1593	major facilitator superfamily protein
NRRL3_08756	1380	hypothetical protein
NRRL3_08757	1272	hypothetical protein
NRRL3_08758	1128	hypothetical protein
NRRL3_08759	1152	catechol oxidase
NRRL3_08760	273	hypothetical protein
NRRL3_08761	1098	hypothetical protein
NRRL3_08762	687	carbohydrate-binding WSC domain-containing protein
NRRL3_08763	1785	uncharacterized protein
NRRL3_08764	1569	amino acid/polyamine transporter I family protein
NRRL3_08765	1047	hypothetical protein
NRRL3_08766	597	Gcn5-related N-acetyltransferases GNAT domain-containing protein
NRRL3_08767	1140	pectin lyase Pel1B
NRRL3_08768	1461	cytochrome P450-like protein
NRRL3_08769	1278	major facilitator superfamily protein
NRRL3_08770	2187	fungal-specific transcription factor
NRRL3_08771	1017	hypothetical protein
NRRL3_08772	1029	polyketide synthase, enoylreductase domain-containing protein
NRRL3_08773	1611	GMC oxidoreductase
NRRL3_08774	1080	hypothetical protein
NRRL3_08775	7971	polyketide synthase
NRRL3_08776	1008	oxoglutarate/iron-dependent dioxygenase domain-containing protein
NRRL3_08777	1557	major facilitator superfamily protein
NRRL3_08778	975	aminotransferase class I and II family protein
NRRL3_08779	822	DapA-like protein
NRRL3_08780	1032	3-hydroxyisobutyrate dehydrogenase-related protein
NRRL3_08781	1872	fungal-specific transcription factor
NRRL3_08782	3900	5-oxoprolinase 
NRRL3_08783	1758	flavin monooxygenase-like protein
NRRL3_08784	1335	6-phosphogluconate dehydrogenase domain-containing protein
NRRL3_08785	453	hypothetical protein
NRRL3_08786	1056	carbohydrate esterase family 16 protein
NRRL3_08787	966	F-box domain-containing protein
NRRL3_08788	942	alpha/beta hydrolase fold-1 domain-containing protein
NRRL3_08789	1560	major facilitator superfamily protein
NRRL3_08790	16923	non-ribosomal peptide synthetase
NRRL3_08791	1431	aminotransferase class I and II family protein
NRRL3_08792	1542	major facilitator superfamily protein
NRRL3_08793	1854	allophanate hydrolase
NRRL3_08794	498	DNA damage-inducible DinB-like protein
NRRL3_08795	2040	fungal-specific transcription factor
NRRL3_08796	696	peptidase M24 domain-containing protein
NRRL3_08797	1329	major facilitator superfamily protein
NRRL3_08798	1605	major facilitator superfamily, sugar/inositol transporter-like protein
NRRL3_08799	1317	anhydro-N-acetylmuramic acid kinase-like protein
NRRL3_08800	1869	fungal-specific transcription factor
NRRL3_08801	1716	aryl sulfotransferase-like protein
NRRL3_08802	4266	alpha-factor-transporting ATPase-like protein
NRRL3_08803	1575	HAD-like domain-containing protein
NRRL3_08804	1719	flavin-dependent halogenase family protein
NRRL3_08805	1155	endo-polygalacturonase Pga28C
NRRL3_08806	1119	hypothetical protein
NRRL3_08807	1947	glycoside hydrolase family 2 protein
NRRL3_08808	1188	hypothetical protein
NRRL3_08809	1929	FAD linked oxidase, N-terminal domain-containing protein
NRRL3_08810	1848	GMC oxidoreductase
NRRL3_08811	1404	transferase family protein
NRRL3_08812	1191	hypothetical protein
NRRL3_08813	555	hypothetical protein
NRRL3_08814	1680	multicopper oxidase Mco1F
NRRL3_08815	1530	mannosyltransferase-like protein
NRRL3_08816	1239	glycosyltransferase family 32 protein
NRRL3_08817	1026	glycosyltransferase family 32 protein
NRRL3_08818	816	N-acetylglucosaminyl-phosphatidylinositol deacetylase-related protein
NRRL3_08819	1116	alpha/beta hydrolase fold-1 domain-containing protein
NRRL3_08820	1332	major facilitator superfamily protein
NRRL3_08821	1086	xylitol dehydrogenase
NRRL3_08822	783	cell-wall synthesis Kre9/Knh1 family protein
NRRL3_08823	1137	NADH:flavin oxidoreductase/NADH oxidase, N-terminal domain-containing protein
NRRL3_08824	1773	aconitase X-like protein
NRRL3_08825	714	HAD hydrolase subfamily IA protein
NRRL3_08826	1203	trans-L-3-hydroxyproline dehydratase
NRRL3_08827	1344	kinesin motor domain-containing protein
NRRL3_08828	1353	hercynylcysteine sulfoxide lyase
NRRL3_08829	1599	serine-type carboxypeptidase
NRRL3_08830	1047	arylamine N-acetyltransferase-like protein
NRRL3_08831	756	short-chain dehydrogenase/reductase family protein
NRRL3_08832	6180	tetratricopeptide-like helical domain-containing protein
NRRL3_08833	1071	hypothetical protein
NRRL3_08834	1185	hypothetical protein
NRRL3_08835	1074	aldo/keto reductase family protein
NRRL3_08836	813	short-chain dehydrogenase/reductase family protein
NRRL3_08837	810	L-rhamnose-1-dehydrogenase
NRRL3_08838	858	fructose-bisphosphate aldolase, class-II-like protein
NRRL3_08839	1005	SMP-30/gluconolaconase/LRE domain-containing protein
NRRL3_08840	1932	fungal-specific transcription factor
NRRL3_08841	1599	major facilitator superfamily, sugar/inositol transporter-like protein
NRRL3_08842	1071	sorbitol dehydrogenase
NRRL3_08843	927	P-loop containing nucleoside triphosphate hydrolase domain-containing protein
NRRL3_08844	420	steroid delta5-4-isomerase-like protein
NRRL3_08845	1011	hypothetical protein
NRRL3_08846	1224	hypothetical protein
NRRL3_08847	1302	alpha/beta hydrolase fold-1 domain-containing protein
NRRL3_08848	885	chloroperoxidase domain-containing protein
NRRL3_08849	1479	serine-type carboxypeptidase
NRRL3_08850	1911	amidase family protein
NRRL3_08851	1455	major facilitator superfamily protein
NRRL3_08852	1533	polyamine transporter
NRRL3_08853	1641	fungal-specific transcription factor
NRRL3_08854	402	RmlC-like cupin domain-containing protein
NRRL3_08855	1068	nitronate monooxygenase domain-containing protein
NRRL3_08856	1851	hypothetical protein
NRRL3_08857	1836	ferric iron reductase FhuF domain-containing protein
NRRL3_08858	1317	hypothetical protein
NRRL3_08859	1437	acyltransferase domain-containing protein
NRRL3_08860	1227	glycosyltransferase family 32 protein
NRRL3_08861	1650	amino acid/polyamine transporter I family protein
NRRL3_08862	963	oxidase UstYa-like protein
NRRL3_08863	759	oxidase UstYa-like protein
NRRL3_08864	4263	alpha-factor-transporting ATPase-like protein
NRRL3_08865	2046	fungal-specific transcription factor
NRRL3_08866	4488	ABC transporter
NRRL3_08867	1053	beta-lactamase-related protein
NRRL3_08868	1170	fatty acid hydroxylase domain-containing protein
NRRL3_08869	4128	nucleoside phosphorylase domain-containing protein
NRRL3_08870	2355	FAD-binding domain-containing protein
NRRL3_08871	1554	fungal-specific transcription factor
NRRL3_08872	861	hypothetical protein
NRRL3_08873	906	short-chain dehydrogenase/reductase family protein
NRRL3_08874	621	phosphatidylethanolamine-binding protein-like protein
NRRL3_08875	1494	major facilitator superfamily protein
NRRL3_08876	333	GTP cyclohydrolase 1 type 2/Nif3 family protein
NRRL3_08877	1365	alpha/beta hydrolase fold-1 domain-containing protein
NRRL3_08878	975	hypothetical protein
NRRL3_08879	1113	nitronate monooxygenase domain-containing protein
NRRL3_08880	1599	amino acid/polyamine transporter I family protein
NRRL3_08881	1716	acyl-CoA dehydrogenase/oxidase domain-containing protein
NRRL3_08882	495	polyketide cyclase SnoaL-like domain-containing protein
NRRL3_08883	810	short-chain dehydrogenase/reductase family protein
NRRL3_08884	357	stress responsive alpha-beta barrel domain-containing protein
NRRL3_08885	2175	fungal-specific transcription factor
NRRL3_08886	1068	malate/L-lactate dehydrogenase family protein
NRRL3_08887	1488	nucleoside phosphorylase domain-containing protein
NRRL3_08888	1887	lysophospholipase
NRRL3_08889	786	hypothetical protein
NRRL3_08890	1467	fungal-specific transcription factor
NRRL3_08891	16431	non-ribosomal peptide synthetase
NRRL3_08892	963	resistance to 7-aminocholesterol Rta-like protein
NRRL3_08893	963	ankyrin repeat domain-containing protein
NRRL3_08894	909	hotdog domain-containing protein
NRRL3_08895	1095	branched-chain amino acid aminotransferase-like protein
NRRL3_08896	4848	alpha-factor-transporting ATPase-like protein
NRRL3_08897	1593	cytochrome P450-like protein
NRRL3_08898	840	hypothetical protein
NRRL3_08899	669	hypothetical protein
NRRL3_08900	831	methyltransferase domain-containing protein
NRRL3_08901	858	NADPH-dependent FMN reductase
NRRL3_08902	450	rhodanese-like domain-containing protein
NRRL3_08903	1302	FAD-binding domain-containing protein
NRRL3_08904	828	short-chain dehydrogenase/reductase family protein
NRRL3_08905	597	hypothetical protein
NRRL3_08906	918	hypothetical protein
NRRL3_08907	744	hypothetical protein
NRRL3_08908	999	F-box domain-containing protein
NRRL3_08909	1041	F-box domain-containing protein
NRRL3_08910	1020	exonuclease, RNase T/DNA polymerase III domain-containing protein
NRRL3_08911	1629	low affinity glucose transporter
NRRL3_08912	1152	beta-mannanase Man5B
NRRL3_08913	1083	uncharacterized protein
NRRL3_08914	1653	fungal-specific transcription factor
NRRL3_08915	1260	hypothetical protein
NRRL3_08916	1665	proline-specific permease
NRRL3_08917	1968	glucose oxidase
NRRL3_08918	624	zinc finger domain-containing protein, C2H2-type
NRRL3_08919	693	zinc finger domain-containing protein, C2H2-type
NRRL3_08920	645	hypothetical protein
NRRL3_08921	2067	six-bladed beta-propeller, TolB-like domain-containing protein
NRRL3_08922	810	zinc finger domain-containing protein, C2H2-type
NRRL3_08923	1707	hypothetical protein
NRRL3_08924	633	zinc finger domain-containing protein, C2H2-type
NRRL3_08925	1446	fungal-specific transcription factor
NRRL3_08926	1356	aspartic peptidase-like protein
NRRL3_08927	1488	monoamine oxidase MaoN
NRRL3_08928	2046	fungal-specific transcription factor
NRRL3_08929	924	NmrA-like domain-containing protein
NRRL3_08930	1188	3-hydroxyacyl-CoA dehydrogenase domain-containing protein
NRRL3_08931	1743	CoA-transferase family III protein
NRRL3_08932	1050	arylamine N-acetyltransferase-like protein
NRRL3_08933	2139	tryptophan synthase
NRRL3_08934	444	YjgF/YER057c/translation inhibitor UK114 family protein
NRRL3_08935	744	short-chain dehydrogenase/reductase family protein
NRRL3_08936	960	NmrA-like domain-containing protein
NRRL3_08937	1788	fungal-specific transcription factor
NRRL3_08938	786	dienelactone hydrolase domain-containing protein
NRRL3_08939	1311	FAD-binding domain-containing protein
NRRL3_08940	2184	fungal-specific transcription factor
NRRL3_08941	1779	fungal-specific transcription factor
NRRL3_08942	3876	ABC transporter type 1, transmembrane domain-containing protein
NRRL3_08943	1431	hypothetical protein
NRRL3_08944	606	hypothetical protein
NRRL3_08945	960	alkaline lipase
NRRL3_08946	1611	major facilitator superfamily protein, efflux pump
NRRL3_08947	1989	fungal-specific transcription factor
NRRL3_08948	480	uncharacterized protein
NRRL3_08949	2043	glycoside hydrolase family 15 protein
NRRL3_08950	759	hypothetical protein
NRRL3_08951	735	ribonuclease H domain-containing protein
NRRL3_08952	381	hypothetical protein
NRRL3_08953	1530	major facilitator superfamily protein
NRRL3_08954	621	isochorismatase-like domain-containing protein
NRRL3_08955	1248	fungal-specific transcription factor
NRRL3_08956	894	serine/threonine-protein phosphatase
NRRL3_08957	978	serine/threonine-protein phosphatase PP2A catalytic subunit
NRRL3_08958	1605	F-box domain-containing protein
NRRL3_08959	909	ankyrin repeat domain-containing protein
NRRL3_08960	942	hypothetical protein
NRRL3_08961	1065	ankyrin repeat domain-containing protein
NRRL3_08962	2997	spherulation-specific family 4 protein
NRRL3_08963	1713	heterokaryon incompatibility domain-containing protein
NRRL3_08964	1122	aminotransferase class IV family protein
NRRL3_08965	1536	fungal-specific transcription factor
NRRL3_08966	1347	major facilitator superfamily protein
NRRL3_08967	1683	major facilitator superfamily protein, efflux pump
NRRL3_08968	1002	thioredoxin reductase
NRRL3_08969	15300	non-ribosomal peptide synthetase
NRRL3_08970	849	methyltransferase
NRRL3_08971	1470	major facilitator superfamily protein
NRRL3_08972	1197	COMT-type O-methyltransferase family protein
NRRL3_08973	1497	major facilitator superfamily protein
NRRL3_08974	993	NmrA-like domain-containing protein
NRRL3_08975	1614	H-type lectin domain-containing protein
NRRL3_08976	2214	heterokaryon incompatibility domain-containing protein
NRRL3_08977	453	glutathione-dependent formaldehyde-activating enzyme/centromere protein V domain-containing protein
NRRL3_08978	3471	non-ribosomal peptide synthetase
NRRL3_08979	915	S-adenosyl-L-methionine-dependent methyltransferase domain-containing protein
NRRL3_08980	6984	polyketide synthase
NRRL3_08981	843	serine hydrolase Fsh domain-containing protein
NRRL3_08982	765	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
NRRL3_08983	558	hypothetical protein
NRRL3_08984	8640	polyketide synthase
NRRL3_08985	1458	PAN/apple domain-containing protein
NRRL3_08986	813	methyltransferase domain-containing protein
NRRL3_08987	1005	aldo-keto reductase 
NRRL3_08988	978	NmrA-like domain-containing protein
NRRL3_08989	1539	fungal-specific transcription factor
NRRL3_08990	1053	hypothetical protein
NRRL3_08991	369	endosulphine family protein
NRRL3_08992	849	hypothetical protein
NRRL3_08993	813	feruloyl esterase
NRRL3_08994	816	lytic polysaccharide monooxygenase
NRRL3_08995	759	short-chain dehydrogenase/reductase family protein
NRRL3_08996	1038	hypothetical protein
NRRL3_08997	1056	alcohol dehydrogenase domain-containing protein
NRRL3_08998	1200	fungal-specific transcription factor
NRRL3_08999	816	fungal-specific transcription factor
NRRL3_09000	1017	short-chain dehydrogenase/reductase family protein
NRRL3_09001	1653	alpha-amylase
NRRL3_09002	7221	cell wall alpha-1,3-glucan synthase
NRRL3_09003	1641	AMP-dependent synthetase/ligase domain-containing protein
NRRL3_09004	753	NmrA-like domain-containing protein
NRRL3_09005	708	RmlC-like cupin domain-containing protein
NRRL3_09006	1710	fungal-specific transcription factor
NRRL3_09007	1560	fungal-specific transcription factor
NRRL3_09008	1122	zinc finger domain-containing protein, PHD-type
NRRL3_09009	1272	major facilitator superfamily protein
NRRL3_09010	1257	amidohydrolase family protein
NRRL3_09011	1617	fungal-specific transcription factor
NRRL3_09012	1587	carboxylesterase family protein
NRRL3_09013	1113	metallo-beta-lactamase domain-containing protein
NRRL3_09014	789	short-chain dehydrogenase/reductase family protein
NRRL3_09015	711	hypothetical protein
NRRL3_09016	759	protein kinase-like domain-containing protein
NRRL3_09017	327	hypothetical protein
NRRL3_09018	2004	glycine-tRNA ligase, cytosolic
NRRL3_09019	1380	cellobiohydrolase
NRRL3_09020	1755	fungal-specific transcription factor
NRRL3_09021	846	archaeal/bacterial/fungal rhodopsins family protein
NRRL3_09022	837	hypothetical protein
NRRL3_09023	789	hypothetical protein
NRRL3_09024	825	hypothetical protein
NRRL3_09025	939	hypothetical protein
NRRL3_09026	360	hypothetical protein
NRRL3_09027	1062	cyanovirin-N domain-containing protein
NRRL3_09028	1902	hypothetical protein
NRRL3_09029	408	YjgF/YER057c/translation inhibitor UK114 family protein
NRRL3_09030	1989	fungal-specific transcription factor
NRRL3_09031	1668	cytochrome P450-like protein
NRRL3_09032	576	ribonuclease/ribotoxin domain-containing protein
NRRL3_09033	831	uncharacterized protein
NRRL3_09034	7713	polyketide synthase
NRRL3_09035	1785	fungal-specific transcription factor
NRRL3_09036	1401	transferase family protein
NRRL3_09037	1500	FAD-binding domain-containing protein
NRRL3_09038	6156	fatty acid synthase beta subunit
NRRL3_09039	5361	fatty acid synthase alpha subunit
NRRL3_09040	1098	sensitivity to red light reduced SRR1 domain-containing protein
NRRL3_09041	1614	major facilitator superfamily protein
NRRL3_09042	1725	hypothetical protein
NRRL3_09043	2109	forkhead-associated domain-containing protein
NRRL3_09044	1815	DNA polymerase kappa
NRRL3_09045	1791	hypothetical protein
NRRL3_09046	1554	histidine acid phosphatase-like protein
NRRL3_09047	1425	DnaJ domain-containing protein
NRRL3_09048	1419	squalene synthase
NRRL3_09049	1245	GPI mannosyltransferase
NRRL3_09050	2334	fungal-specific transcription factor
NRRL3_09051	2535	beta-mannosidase
NRRL3_09052	1200	Ndt80 DNA-binding domain-containing protein
NRRL3_09053	705	peptidase C12, ubiquitin carboxyl-terminal hydrolase domain-containing protein
NRRL3_09054	3015	glycoside hydrolase family 71 protein
NRRL3_09055	801	hypothetical protein
NRRL3_09056	1557	F-box domain-containing protein
NRRL3_09057	444	PAN/apple domain-containing protein
NRRL3_09058	408	hypothetical protein
NRRL3_09059	558	oxidase UstYa-like protein
NRRL3_09060	825	short-chain dehydrogenase/reductase family protein
NRRL3_09061	936	short-chain dehydrogenase/reductase family protein
NRRL3_09062	1659	fungal-specific transcription factor
NRRL3_09063	1506	aminoglycoside phosphotransferase domain-containing protein
NRRL3_09064	1740	tyrosinase copper-binding domain-containing protein
NRRL3_09065	777	ankyrin repeat domain-containing protein
NRRL3_09066	1341	ankyrin repeat domain-containing protein
NRRL3_09067	663	hypothetical protein
NRRL3_09068	729	hypothetical protein
NRRL3_09069	1176	hypothetical protein
NRRL3_09070	1812	cell shape determining MreB-like protein
NRRL3_09071	1488	major facilitator superfamily protein
NRRL3_09072	825	HpcH/HpaI aldolase/citrate lyase domain-containing protein
NRRL3_09073	2154	fungal-specific transcription factor
NRRL3_09074	1836	fungal-specific transcription factor
NRRL3_09075	1104	D-isomer specific 2-hydroxyacid dehydrogenase domain-containing protein
NRRL3_09076	936	senescence marker protein-30-like protein
NRRL3_09077	1605	major facilitator superfamily, sugar/inositol transporter-like protein
NRRL3_09078	834	translin-like protein
NRRL3_09079	432	RPEL repeat-containing protein
NRRL3_09080	1269	hypothetical protein
NRRL3_09081	1035	rhodanese-like domain-containing protein
NRRL3_09082	276	anaphase-promoting complex subunit 11
NRRL3_09083	1128	hypothetical protein
NRRL3_09084	3561	kinesin-like protein
NRRL3_09085	1536	uncharacterized protein
NRRL3_09086	3018	isoleucine-tRNA ligase, mitochondrial
NRRL3_09087	1566	F-box domain-containing protein
NRRL3_09088	1092	rhodopsin family protein
NRRL3_09089	1071	hypothetical protein
NRRL3_09090	1017	NAD-dependent epimerase/dehydratase domain-containing protein
NRRL3_09091	444	uncharacterized protein
NRRL3_09092	1269	hypothetical protein
NRRL3_09093	1779	cytochrome P450-like protein
NRRL3_09094	780	40S ribosomal protein uS5
NRRL3_09095	522	mitochondrial DNA integrity and stability protein
NRRL3_09096	744	eukaryotic translation initiation factor eIF4E
NRRL3_09097	3759	haem peroxidase family protein
NRRL3_09098	1425	alpha/beta hydrolase fold domain-containing protein
NRRL3_09099	2625	heterokaryon incompatibility domain-containing protein
NRRL3_09100	1032	oxidoreductase
NRRL3_09101	1245	argininosuccinate synthase-like protein
NRRL3_09102	816	alanine-tRNA ligase-like protein
NRRL3_09103	1029	carbon-nitrogen hydrolase domain-containing protein
NRRL3_09104	1344	major facilitator superfamily protein
NRRL3_09105	1749	proton-dependent oligopeptide transporter family protein
NRRL3_09106	927	t-SNARE coiled-coil homology domain-containing protein
NRRL3_09107	399	morphogene BolA-like protein
NRRL3_09108	1878	AMP-dependent synthetase/ligase domain-containing protein
NRRL3_09109	1500	cytochrome P450
NRRL3_09110	3159	nucleic acid-binding OB-fold containing protein
NRRL3_09111	576	hypothetical protein
NRRL3_09112	267	molybdopterin synthase sulfur carrier subunit
NRRL3_09113	1200	Cys/Met metabolism, pyridoxal phosphate-dependent family protein
NRRL3_09114	3426	hypothetical protein
NRRL3_09114a1	231	hypothetical protein
NRRL3_09115	3447	transient receptor potential channel-like protein
NRRL3_09116	1644	zinc finger domain-containing protein, FYVE-type and RING-type
NRRL3_09117	2871	fungal-specific transcription factor
NRRL3_09118	1614	fungal-specific transcription factor
NRRL3_09119	2031	major facilitator superfamily protein
NRRL3_09120	1971	fungal-specific transcription factor
NRRL3_09121	1740	amidase family protein
NRRL3_09122	1596	hypothetical protein
NRRL3_09123	2196	carboxylesterase family protein
NRRL3_09124	2055	uncharacterized protein
NRRL3_09125	828	Rossmann-like alpha/beta/alpha sandwich fold-containing protein
NRRL3_09126	1341	endo-rhamnogalacturonase Rhg28A
NRRL3_09127	1578	major facilitator superfamily, sugar transporter-like protein
NRRL3_09128	1407	O-acetyltransferase
NRRL3_09129	1248	aminotransferase class I and II family protein
NRRL3_09130	1332	phosphatidylserine decarboxylase-related protein
NRRL3_09131	1893	F-box domain-containing protein
NRRL3_09132	5142	ankyrin repeat domain-containing protein
NRRL3_09133	1791	carotenoid oxygenase-like protein
NRRL3_09134	1188	sulfite efflux pump
NRRL3_09135	3117	high mobility group HMGA-like protein
NRRL3_09136	2070	ankyrin repeat domain-containing protein
NRRL3_09137	2478	fungal-specific transcription factor
NRRL3_09138	2085	fungal-specific transcription factor
NRRL3_09139	1566	UTP-glucose-1-phosphate uridylyltransferase
NRRL3_09140	4563	tricalbin family protein
NRRL3_09141	1743	stress-induced protein
NRRL3_09142	1071	RNA polymerase Rpc34-like protein
NRRL3_09143	1257	inhibitor of growth ING family protein
NRRL3_09144	1473	nicotinate phosphoribosyltransferase family protein
NRRL3_09145	2454	fungal-specific transcription factor
NRRL3_09146	390	mitochondrial import receptor subunit Tom6-like protein
NRRL3_09147	1761	beta-catenin-like protein 1
NRRL3_09148	3771	DNA-directed RNA polymerase II subunit Rpb2
NRRL3_09149	789	glycogen binding-domain containing protein, involved in sexual development
NRRL3_09150	1014	alpha/beta hydrolase fold-3 domain-containing protein
NRRL3_09151	501	hypothetical protein
NRRL3_09152	3384	nucleoporin Nup85-like protein
NRRL3_09153	720	hypothetical protein
NRRL3_09154	1257	fungal-specific transcription factor
NRRL3_09155	678	resistance to 7-aminocholesterol Rta-like protein
NRRL3_09156	1152	alcohol dehydrogenase domain-containing protein
NRRL3_09157	1485	indoleamine 2,3-dioxygenase-like protein
NRRL3_09158	270	cytochrome c oxidase assembly Pet117-like protein, mitochondrial
NRRL3_09159	360	ATPase, V1 complex, subunit G
NRRL3_09160	1014	alpha/beta hydrolase fold domain-containing protein
NRRL3_09161	1803	arrestin domain-containing protein
NRRL3_09162	3687	hypothetical protein
NRRL3_09163	1671	AIF-like oxidoreductase
NRRL3_09164	1332	RNA polymerase Rpb7 N-terminal domain-containing protein
NRRL3_09165	1071	DnaJ domain-containing protein
NRRL3_09166	807	Ino80 complex subunit 4-like protein
NRRL3_09167	2202	SPRY domain-containing protein
NRRL3_09168	2220	hypothetical protein
NRRL3_09169	1083	lysine methyltransferase-like protein
NRRL3_09170	402	40S ribosomal protein eS24
NRRL3_09171	1464	fungal-specific transcription factor
NRRL3_09172	1395	peptidyl-prolyl cis-trans isomerase-like protein
NRRL3_09173	1524	UDP-N-acetylglucosamine pyrophosphorylase
NRRL3_09174	687	zinc finger domain-containing protein, CCHC-type
NRRL3_09175	1014	meiotic recombination protein
NRRL3_09176	921	ribosomal RNA-processing protein 7-like protein
NRRL3_09177	930	general transcription factor TFIIH subunit Tfb6-like protein
NRRL3_09178	1197	RNA-binding protein, arginine catabolism
NRRL3_09179	1542	hypothetical protein
NRRL3_09180	2316	transcriptional activator
